"Step","SupervisedLearning_1 - SpectralEfficiency/pred","SupervisedLearning_1 - SpectralEfficiency/pred__MIN","SupervisedLearning_1 - SpectralEfficiency/pred__MAX","SupervisedLearning_1 - SpectralEfficiency/rand","SupervisedLearning_1 - SpectralEfficiency/rand__MIN","SupervisedLearning_1 - SpectralEfficiency/rand__MAX","SupervisedLearning_1 - SpectralEfficiency/val","SupervisedLearning_1 - SpectralEfficiency/val__MIN","SupervisedLearning_1 - SpectralEfficiency/val__MAX","SupervisedLearning_1 - SpectralEfficiency/zero","SupervisedLearning_1 - SpectralEfficiency/zero__MIN","SupervisedLearning_1 - SpectralEfficiency/zero__MAX"
"0","11.83475399017334","11.83475399017334","11.83475399017334","11.780220985412598","11.780220985412598","11.780220985412598","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"100","11.85381031036377","11.85381031036377","11.85381031036377","11.82978343963623","11.82978343963623","11.82978343963623","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"200","11.865096092224121","11.865096092224121","11.865096092224121","11.81074047088623","11.81074047088623","11.81074047088623","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"300","11.824575424194336","11.824575424194336","11.824575424194336","11.75426197052002","11.75426197052002","11.75426197052002","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"400","11.853131294250488","11.853131294250488","11.853131294250488","11.789560317993164","11.789560317993164","11.789560317993164","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"500","11.860755920410156","11.860755920410156","11.860755920410156","11.750044822692871","11.750044822692871","11.750044822692871","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"600","11.839937210083008","11.839937210083008","11.839937210083008","11.765806198120117","11.765806198120117","11.765806198120117","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"700","11.842251777648926","11.842251777648926","11.842251777648926","11.76476001739502","11.76476001739502","11.76476001739502","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"800","11.84615707397461","11.84615707397461","11.84615707397461","11.830777168273926","11.830777168273926","11.830777168273926","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"900","11.85632610321045","11.85632610321045","11.85632610321045","11.739503860473633","11.739503860473633","11.739503860473633","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1000","11.84993839263916","11.84993839263916","11.84993839263916","11.748987197875977","11.748987197875977","11.748987197875977","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1100","11.85423469543457","11.85423469543457","11.85423469543457","11.801465034484863","11.801465034484863","11.801465034484863","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1200","11.859667778015137","11.859667778015137","11.859667778015137","11.765531539916992","11.765531539916992","11.765531539916992","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1300","11.836259841918945","11.836259841918945","11.836259841918945","11.805224418640137","11.805224418640137","11.805224418640137","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1400","11.855195045471191","11.855195045471191","11.855195045471191","11.812685012817383","11.812685012817383","11.812685012817383","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1500","11.852405548095703","11.852405548095703","11.852405548095703","11.789810180664062","11.789810180664062","11.789810180664062","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1600","11.843849182128906","11.843849182128906","11.843849182128906","11.772780418395996","11.772780418395996","11.772780418395996","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1700","11.854325294494629","11.854325294494629","11.854325294494629","11.769530296325684","11.769530296325684","11.769530296325684","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1800","11.870732307434082","11.870732307434082","11.870732307434082","11.772882461547852","11.772882461547852","11.772882461547852","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1900","11.844620704650879","11.844620704650879","11.844620704650879","11.807943344116211","11.807943344116211","11.807943344116211","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2000","11.845282554626465","11.845282554626465","11.845282554626465","11.740482330322266","11.740482330322266","11.740482330322266","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2100","11.865479469299316","11.865479469299316","11.865479469299316","11.842594146728516","11.842594146728516","11.842594146728516","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2200","11.857898712158203","11.857898712158203","11.857898712158203","11.771821022033691","11.771821022033691","11.771821022033691","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2300","11.844074249267578","11.844074249267578","11.844074249267578","11.805306434631348","11.805306434631348","11.805306434631348","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2400","11.839808464050293","11.839808464050293","11.839808464050293","11.842437744140625","11.842437744140625","11.842437744140625","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2500","11.843979835510254","11.843979835510254","11.843979835510254","11.772789001464844","11.772789001464844","11.772789001464844","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2600","11.854536056518555","11.854536056518555","11.854536056518555","11.770191192626953","11.770191192626953","11.770191192626953","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2700","11.842557907104492","11.842557907104492","11.842557907104492","11.78105640411377","11.78105640411377","11.78105640411377","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2800","11.841297149658203","11.841297149658203","11.841297149658203","11.723721504211426","11.723721504211426","11.723721504211426","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2900","11.847955703735352","11.847955703735352","11.847955703735352","11.814432144165039","11.814432144165039","11.814432144165039","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3000","11.844005584716797","11.844005584716797","11.844005584716797","11.827411651611328","11.827411651611328","11.827411651611328","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3100","11.83094596862793","11.83094596862793","11.83094596862793","11.79747486114502","11.79747486114502","11.79747486114502","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3200","11.846247673034668","11.846247673034668","11.846247673034668","11.765669822692871","11.765669822692871","11.765669822692871","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3300","11.845661163330078","11.845661163330078","11.845661163330078","11.870384216308594","11.870384216308594","11.870384216308594","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3400","11.839917182922363","11.839917182922363","11.839917182922363","11.801094055175781","11.801094055175781","11.801094055175781","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3500","11.846476554870605","11.846476554870605","11.846476554870605","11.775381088256836","11.775381088256836","11.775381088256836","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3600","11.840851783752441","11.840851783752441","11.840851783752441","11.810057640075684","11.810057640075684","11.810057640075684","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3700","11.847969055175781","11.847969055175781","11.847969055175781","11.824365615844727","11.824365615844727","11.824365615844727","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3800","11.842480659484863","11.842480659484863","11.842480659484863","11.783883094787598","11.783883094787598","11.783883094787598","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3900","11.831790924072266","11.831790924072266","11.831790924072266","11.755928993225098","11.755928993225098","11.755928993225098","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4000","11.851128578186035","11.851128578186035","11.851128578186035","11.801648139953613","11.801648139953613","11.801648139953613","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4100","11.853654861450195","11.853654861450195","11.853654861450195","11.824246406555176","11.824246406555176","11.824246406555176","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4200","11.841611862182617","11.841611862182617","11.841611862182617","11.818432807922363","11.818432807922363","11.818432807922363","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4300","11.852377891540527","11.852377891540527","11.852377891540527","11.730277061462402","11.730277061462402","11.730277061462402","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4400","11.836746215820312","11.836746215820312","11.836746215820312","11.801804542541504","11.801804542541504","11.801804542541504","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4500","11.84394359588623","11.84394359588623","11.84394359588623","11.781553268432617","11.781553268432617","11.781553268432617","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4600","11.837226867675781","11.837226867675781","11.837226867675781","11.817605018615723","11.817605018615723","11.817605018615723","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4700","11.852046966552734","11.852046966552734","11.852046966552734","11.833490371704102","11.833490371704102","11.833490371704102","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4800","11.844532012939453","11.844532012939453","11.844532012939453","11.773194313049316","11.773194313049316","11.773194313049316","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4900","11.848187446594238","11.848187446594238","11.848187446594238","11.812518119812012","11.812518119812012","11.812518119812012","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5000","11.851353645324707","11.851353645324707","11.851353645324707","11.839463233947754","11.839463233947754","11.839463233947754","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5100","11.843681335449219","11.843681335449219","11.843681335449219","11.829277038574219","11.829277038574219","11.829277038574219","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5200","11.8366117477417","11.8366117477417","11.8366117477417","11.81760025024414","11.81760025024414","11.81760025024414","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5300","11.834507942199707","11.834507942199707","11.834507942199707","11.828896522521973","11.828896522521973","11.828896522521973","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5400","11.848638534545898","11.848638534545898","11.848638534545898","11.823572158813477","11.823572158813477","11.823572158813477","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5500","11.862529754638672","11.862529754638672","11.862529754638672","11.84912109375","11.84912109375","11.84912109375","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5600","11.841513633728027","11.841513633728027","11.841513633728027","11.798712730407715","11.798712730407715","11.798712730407715","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5700","11.84339714050293","11.84339714050293","11.84339714050293","11.827311515808105","11.827311515808105","11.827311515808105","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5800","11.851299285888672","11.851299285888672","11.851299285888672","11.797795295715332","11.797795295715332","11.797795295715332","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5900","11.841306686401367","11.841306686401367","11.841306686401367","11.799351692199707","11.799351692199707","11.799351692199707","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6000","11.849217414855957","11.849217414855957","11.849217414855957","11.812431335449219","11.812431335449219","11.812431335449219","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6100","11.836244583129883","11.836244583129883","11.836244583129883","11.823062896728516","11.823062896728516","11.823062896728516","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6200","11.841273307800293","11.841273307800293","11.841273307800293","11.782381057739258","11.782381057739258","11.782381057739258","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6300","11.841756820678711","11.841756820678711","11.841756820678711","11.761443138122559","11.761443138122559","11.761443138122559","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6400","11.84946060180664","11.84946060180664","11.84946060180664","11.77892017364502","11.77892017364502","11.77892017364502","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6500","11.84103775024414","11.84103775024414","11.84103775024414","11.806107521057129","11.806107521057129","11.806107521057129","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6600","11.854001998901367","11.854001998901367","11.854001998901367","11.74757194519043","11.74757194519043","11.74757194519043","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6700","11.84311294555664","11.84311294555664","11.84311294555664","11.804206848144531","11.804206848144531","11.804206848144531","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6800","11.8430757522583","11.8430757522583","11.8430757522583","11.820634841918945","11.820634841918945","11.820634841918945","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6900","11.841952323913574","11.841952323913574","11.841952323913574","11.756690979003906","11.756690979003906","11.756690979003906","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7000","11.831436157226562","11.831436157226562","11.831436157226562","11.753988265991211","11.753988265991211","11.753988265991211","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7100","11.83811092376709","11.83811092376709","11.83811092376709","11.80183219909668","11.80183219909668","11.80183219909668","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7200","11.8359375","11.8359375","11.8359375","11.794564247131348","11.794564247131348","11.794564247131348","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7300","11.834580421447754","11.834580421447754","11.834580421447754","11.78935718536377","11.78935718536377","11.78935718536377","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7400","11.834437370300293","11.834437370300293","11.834437370300293","11.852550506591797","11.852550506591797","11.852550506591797","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7500","11.840255737304688","11.840255737304688","11.840255737304688","11.791316032409668","11.791316032409668","11.791316032409668","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7600","11.849884033203125","11.849884033203125","11.849884033203125","11.81088638305664","11.81088638305664","11.81088638305664","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7700","11.835724830627441","11.835724830627441","11.835724830627441","11.81429672241211","11.81429672241211","11.81429672241211","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7800","11.839625358581543","11.839625358581543","11.839625358581543","11.784636497497559","11.784636497497559","11.784636497497559","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7900","11.852481842041016","11.852481842041016","11.852481842041016","11.799636840820312","11.799636840820312","11.799636840820312","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8000","11.84411334991455","11.84411334991455","11.84411334991455","11.833495140075684","11.833495140075684","11.833495140075684","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8100","11.846269607543945","11.846269607543945","11.846269607543945","11.798507690429688","11.798507690429688","11.798507690429688","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8200","11.82923412322998","11.82923412322998","11.82923412322998","11.803595542907715","11.803595542907715","11.803595542907715","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8300","11.850910186767578","11.850910186767578","11.850910186767578","11.819332122802734","11.819332122802734","11.819332122802734","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8400","11.854238510131836","11.854238510131836","11.854238510131836","11.763595581054688","11.763595581054688","11.763595581054688","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8500","11.832755088806152","11.832755088806152","11.832755088806152","11.757636070251465","11.757636070251465","11.757636070251465","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8600","11.837698936462402","11.837698936462402","11.837698936462402","11.771801948547363","11.771801948547363","11.771801948547363","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8700","11.82645320892334","11.82645320892334","11.82645320892334","11.757437705993652","11.757437705993652","11.757437705993652","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8800","11.840204238891602","11.840204238891602","11.840204238891602","11.817888259887695","11.817888259887695","11.817888259887695","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8900","11.837861061096191","11.837861061096191","11.837861061096191","11.783845901489258","11.783845901489258","11.783845901489258","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"9000","11.844331741333008","11.844331741333008","11.844331741333008","11.799538612365723","11.799538612365723","11.799538612365723","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"9100","11.8433198928833","11.8433198928833","11.8433198928833","11.799532890319824","11.799532890319824","11.799532890319824","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"9200","11.834776878356934","11.834776878356934","11.834776878356934","11.798972129821777","11.798972129821777","11.798972129821777","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"9300","11.837568283081055","11.837568283081055","11.837568283081055","11.797009468078613","11.797009468078613","11.797009468078613","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"9400","11.852771759033203","11.852771759033203","11.852771759033203","11.817506790161133","11.817506790161133","11.817506790161133","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"9500","11.839767456054688","11.839767456054688","11.839767456054688","11.799208641052246","11.799208641052246","11.799208641052246","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"9600","11.83117961883545","11.83117961883545","11.83117961883545","11.766096115112305","11.766096115112305","11.766096115112305","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"9700","11.835472106933594","11.835472106933594","11.835472106933594","11.857999801635742","11.857999801635742","11.857999801635742","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"9800","11.844093322753906","11.844093322753906","11.844093322753906","11.825226783752441","11.825226783752441","11.825226783752441","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"9900","11.846850395202637","11.846850395202637","11.846850395202637","11.789848327636719","11.789848327636719","11.789848327636719","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"10000","11.842985153198242","11.842985153198242","11.842985153198242","11.817279815673828","11.817279815673828","11.817279815673828","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"