"Step","UnsupervisedLearning1 - SpectralEfficiency/pred","UnsupervisedLearning1 - SpectralEfficiency/pred__MIN","UnsupervisedLearning1 - SpectralEfficiency/pred__MAX","UnsupervisedLearning1 - SpectralEfficiency/rand","UnsupervisedLearning1 - SpectralEfficiency/rand__MIN","UnsupervisedLearning1 - SpectralEfficiency/rand__MAX","UnsupervisedLearning1 - SpectralEfficiency/val","UnsupervisedLearning1 - SpectralEfficiency/val__MIN","UnsupervisedLearning1 - SpectralEfficiency/val__MAX","UnsupervisedLearning1 - SpectralEfficiency/zero","UnsupervisedLearning1 - SpectralEfficiency/zero__MIN","UnsupervisedLearning1 - SpectralEfficiency/zero__MAX"
"0","12.411375045776367","12.411375045776367","12.411375045776367","11.773296356201172","11.773296356201172","11.773296356201172","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"100","12.800065994262695","12.800065994262695","12.800065994262695","11.756548881530762","11.756548881530762","11.756548881530762","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"200","12.825236320495605","12.825236320495605","12.825236320495605","11.76279067993164","11.76279067993164","11.76279067993164","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"300","12.868206977844238","12.868206977844238","12.868206977844238","11.85368824005127","11.85368824005127","11.85368824005127","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"400","12.923576354980469","12.923576354980469","12.923576354980469","11.784408569335938","11.784408569335938","11.784408569335938","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"500","12.942211151123047","12.942211151123047","12.942211151123047","11.80297565460205","11.80297565460205","11.80297565460205","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"600","12.941854476928711","12.941854476928711","12.941854476928711","11.823569297790527","11.823569297790527","11.823569297790527","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"700","12.94593334197998","12.94593334197998","12.94593334197998","11.7841796875","11.7841796875","11.7841796875","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"800","12.973237991333008","12.973237991333008","12.973237991333008","11.80868148803711","11.80868148803711","11.80868148803711","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"900","12.967562675476074","12.967562675476074","12.967562675476074","11.777728080749512","11.777728080749512","11.777728080749512","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1000","12.975564002990723","12.975564002990723","12.975564002990723","11.823271751403809","11.823271751403809","11.823271751403809","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1100","12.986390113830566","12.986390113830566","12.986390113830566","11.793540954589844","11.793540954589844","11.793540954589844","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1200","12.989664077758789","12.989664077758789","12.989664077758789","11.774039268493652","11.774039268493652","11.774039268493652","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1300","12.981392860412598","12.981392860412598","12.981392860412598","11.801244735717773","11.801244735717773","11.801244735717773","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1400","13.011223793029785","13.011223793029785","13.011223793029785","11.782501220703125","11.782501220703125","11.782501220703125","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1500","13.005759239196777","13.005759239196777","13.005759239196777","11.862237930297852","11.862237930297852","11.862237930297852","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1600","13.020251274108887","13.020251274108887","13.020251274108887","11.796996116638184","11.796996116638184","11.796996116638184","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1700","13.014654159545898","13.014654159545898","13.014654159545898","11.848395347595215","11.848395347595215","11.848395347595215","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1800","13.01301097869873","13.01301097869873","13.01301097869873","11.826318740844727","11.826318740844727","11.826318740844727","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"1900","13.022018432617188","13.022018432617188","13.022018432617188","11.766722679138184","11.766722679138184","11.766722679138184","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2000","13.011951446533203","13.011951446533203","13.011951446533203","11.738734245300293","11.738734245300293","11.738734245300293","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2100","13.013679504394531","13.013679504394531","13.013679504394531","11.814897537231445","11.814897537231445","11.814897537231445","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2200","13.022090911865234","13.022090911865234","13.022090911865234","11.727099418640137","11.727099418640137","11.727099418640137","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2300","13.025344848632812","13.025344848632812","13.025344848632812","11.801422119140625","11.801422119140625","11.801422119140625","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2400","13.031277656555176","13.031277656555176","13.031277656555176","11.779605865478516","11.779605865478516","11.779605865478516","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2500","13.034968376159668","13.034968376159668","13.034968376159668","11.787267684936523","11.787267684936523","11.787267684936523","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2600","13.032748222351074","13.032748222351074","13.032748222351074","11.83072280883789","11.83072280883789","11.83072280883789","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2700","13.045364379882812","13.045364379882812","13.045364379882812","11.780083656311035","11.780083656311035","11.780083656311035","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2800","13.027358055114746","13.027358055114746","13.027358055114746","11.777478218078613","11.777478218078613","11.777478218078613","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"2900","13.035065650939941","13.035065650939941","13.035065650939941","11.706366539001465","11.706366539001465","11.706366539001465","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3000","13.0379638671875","13.0379638671875","13.0379638671875","11.811378479003906","11.811378479003906","11.811378479003906","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3100","13.037118911743164","13.037118911743164","13.037118911743164","11.766193389892578","11.766193389892578","11.766193389892578","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3200","13.043902397155762","13.043902397155762","13.043902397155762","11.779650688171387","11.779650688171387","11.779650688171387","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3300","13.037609100341797","13.037609100341797","13.037609100341797","11.783585548400879","11.783585548400879","11.783585548400879","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3400","13.044685363769531","13.044685363769531","13.044685363769531","11.78712272644043","11.78712272644043","11.78712272644043","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3500","13.047654151916504","13.047654151916504","13.047654151916504","11.825271606445312","11.825271606445312","11.825271606445312","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3600","13.047588348388672","13.047588348388672","13.047588348388672","11.749184608459473","11.749184608459473","11.749184608459473","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3700","13.043011665344238","13.043011665344238","13.043011665344238","11.798349380493164","11.798349380493164","11.798349380493164","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3800","13.038021087646484","13.038021087646484","13.038021087646484","11.763245582580566","11.763245582580566","11.763245582580566","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"3900","13.04358196258545","13.04358196258545","13.04358196258545","11.818392753601074","11.818392753601074","11.818392753601074","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4000","13.03479290008545","13.03479290008545","13.03479290008545","11.740140914916992","11.740140914916992","11.740140914916992","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4100","13.040888786315918","13.040888786315918","13.040888786315918","11.822885513305664","11.822885513305664","11.822885513305664","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4200","13.02977180480957","13.02977180480957","13.02977180480957","11.814861297607422","11.814861297607422","11.814861297607422","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4300","13.052021026611328","13.052021026611328","13.052021026611328","11.740972518920898","11.740972518920898","11.740972518920898","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4400","13.049100875854492","13.049100875854492","13.049100875854492","11.843416213989258","11.843416213989258","11.843416213989258","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4500","13.053304672241211","13.053304672241211","13.053304672241211","11.808103561401367","11.808103561401367","11.808103561401367","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4600","13.040282249450684","13.040282249450684","13.040282249450684","11.796666145324707","11.796666145324707","11.796666145324707","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4700","13.050375938415527","13.050375938415527","13.050375938415527","11.844505310058594","11.844505310058594","11.844505310058594","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4800","13.054929733276367","13.054929733276367","13.054929733276367","11.84508991241455","11.84508991241455","11.84508991241455","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"4900","13.045805931091309","13.045805931091309","13.045805931091309","11.80732536315918","11.80732536315918","11.80732536315918","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5000","13.061175346374512","13.061175346374512","13.061175346374512","11.822603225708008","11.822603225708008","11.822603225708008","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5100","13.052633285522461","13.052633285522461","13.052633285522461","11.792823791503906","11.792823791503906","11.792823791503906","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5200","13.056767463684082","13.056767463684082","13.056767463684082","11.795794486999512","11.795794486999512","11.795794486999512","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5300","13.060073852539062","13.060073852539062","13.060073852539062","11.754454612731934","11.754454612731934","11.754454612731934","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5400","13.05994701385498","13.05994701385498","13.05994701385498","11.83787727355957","11.83787727355957","11.83787727355957","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5500","13.057270050048828","13.057270050048828","13.057270050048828","11.854167938232422","11.854167938232422","11.854167938232422","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5600","13.054935455322266","13.054935455322266","13.054935455322266","11.777941703796387","11.777941703796387","11.777941703796387","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5700","13.067355155944824","13.067355155944824","13.067355155944824","11.746015548706055","11.746015548706055","11.746015548706055","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5800","13.055898666381836","13.055898666381836","13.055898666381836","11.742609977722168","11.742609977722168","11.742609977722168","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"5900","13.058943748474121","13.058943748474121","13.058943748474121","11.758209228515625","11.758209228515625","11.758209228515625","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6000","13.063010215759277","13.063010215759277","13.063010215759277","11.795976638793945","11.795976638793945","11.795976638793945","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6100","13.056611061096191","13.056611061096191","13.056611061096191","11.759547233581543","11.759547233581543","11.759547233581543","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6200","13.066835403442383","13.066835403442383","13.066835403442383","11.789496421813965","11.789496421813965","11.789496421813965","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6300","13.066415786743164","13.066415786743164","13.066415786743164","11.809460639953613","11.809460639953613","11.809460639953613","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6400","13.05880069732666","13.05880069732666","13.05880069732666","11.80126953125","11.80126953125","11.80126953125","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6500","13.069271087646484","13.069271087646484","13.069271087646484","11.80521297454834","11.80521297454834","11.80521297454834","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6600","13.053674697875977","13.053674697875977","13.053674697875977","11.848118782043457","11.848118782043457","11.848118782043457","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6700","13.065407752990723","13.065407752990723","13.065407752990723","11.798196792602539","11.798196792602539","11.798196792602539","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6800","13.059382438659668","13.059382438659668","13.059382438659668","11.781594276428223","11.781594276428223","11.781594276428223","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"6900","13.063338279724121","13.063338279724121","13.063338279724121","11.78964900970459","11.78964900970459","11.78964900970459","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7000","13.073039054870605","13.073039054870605","13.073039054870605","11.7865571975708","11.7865571975708","11.7865571975708","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7100","13.071955680847168","13.071955680847168","13.071955680847168","11.748952865600586","11.748952865600586","11.748952865600586","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7200","13.071514129638672","13.071514129638672","13.071514129638672","11.79159927368164","11.79159927368164","11.79159927368164","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7300","13.055681228637695","13.055681228637695","13.055681228637695","11.776178359985352","11.776178359985352","11.776178359985352","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7400","13.064650535583496","13.064650535583496","13.064650535583496","11.828292846679688","11.828292846679688","11.828292846679688","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7500","13.064618110656738","13.064618110656738","13.064618110656738","11.823579788208008","11.823579788208008","11.823579788208008","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7600","13.067062377929688","13.067062377929688","13.067062377929688","11.825262069702148","11.825262069702148","11.825262069702148","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7700","13.065103530883789","13.065103530883789","13.065103530883789","11.80393123626709","11.80393123626709","11.80393123626709","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7800","13.074382781982422","13.074382781982422","13.074382781982422","11.789992332458496","11.789992332458496","11.789992332458496","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"7900","13.072835922241211","13.072835922241211","13.072835922241211","11.809906959533691","11.809906959533691","11.809906959533691","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8000","13.065691947937012","13.065691947937012","13.065691947937012","11.754398345947266","11.754398345947266","11.754398345947266","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8100","13.072284698486328","13.072284698486328","13.072284698486328","11.850706100463867","11.850706100463867","11.850706100463867","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8200","13.070741653442383","13.070741653442383","13.070741653442383","11.783512115478516","11.783512115478516","11.783512115478516","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8300","13.074976921081543","13.074976921081543","13.074976921081543","11.82335376739502","11.82335376739502","11.82335376739502","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8400","13.078661918640137","13.078661918640137","13.078661918640137","11.835890769958496","11.835890769958496","11.835890769958496","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8500","13.072437286376953","13.072437286376953","13.072437286376953","11.822617530822754","11.822617530822754","11.822617530822754","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8600","13.065648078918457","13.065648078918457","13.065648078918457","11.791422843933105","11.791422843933105","11.791422843933105","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"
"8700","13.074687957763672","13.074687957763672","13.074687957763672","11.800281524658203","11.800281524658203","11.800281524658203","11.890082359313965","11.890082359313965","11.890082359313965","11.84359073638916","11.84359073638916","11.84359073638916"